Номер варианта;ID;INCOME_BASE_TYPE;CREDIT_PURPOSE;INSURANCE_FLAG;DTI;SEX;FULL_AGE_CHILD_NUMBER;DEPENDANT_NUMBER;EDUCATION;EMPL_TYPE;EMPL_SIZE;BANKACCOUNT_FLAG;Period_at_work;age;EMPL_PROPERTY;EMPL_FORM;FAMILY_STATUS;max90days;max60days;max30days;max21days;max14days;avg_num_delay;if_zalog;num_AccountActive180;num_AccountActive90;num_AccountActive60;Active_to_All_prc;numAccountActiveAll;numAccountClosed;sum_of_paym_months;all_credits;Active_not_cc;own_closed;min_MnthAfterLoan;max_MnthAfterLoan;dlq_exist;thirty_in_a_year;sixty_in_a_year;ninety_in_a_year;thirty_vintage;sixty_vintage;ninety_vintage
12;1002412;Свободная форма с печатью работодателя;Покупка бытовой техники;0;0.44;женский;1;0;высшее;вспомогательный персонал;< 50;1;46;34;Юридические услуги;Иная форма;разведен / разведена;0;0;0;0;0;0;1;0;0;0;0.4;2;3;39;5;1;0;4;23;0;0;0;0;0;0;0
12;1002432;Форма банка (без печати работодателя);Ремонт;1;0.38;мужской;0;0;высшее;менеджер высшего звена;< 50;0;48;50;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1002452;Форма банка (без печати работодателя);Отпуск;1;0.24;женский;2;0;среднее;менеджер высшего звена;< 50;0;161;35;Торговля;ООО;женат / замужем;1;1;0;0;0;0.0579710145;1;2;1;1;0.4;4;6;130;10;3;3;0;82;1;0;0;0;0;0;0
12;1002472;Форма банка (без печати работодателя);Ремонт;1;0.25;мужской;2;0;высшее;менеджер высшего звена;< 50;0;12;50;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1002492;Форма банка (без печати работодателя);Покупка автомобиля;1;0.24;мужской;0;0;среднее-специальное;специалист;>250;0;15;25;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1002512;2НДФЛ;Покупка автомобиля;0;;мужской;1;0;высшее;другое;;1;17;25;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1002532;Поступление зарплаты на счет;Ремонт;1;0.54;мужской;1;0;высшее;специалист;>250;0;114;37;Информационные технологии;ОАО;повторный брак;1;1;1;0;0;0.012195122;1;0;0;0;0.5;4;4;162;8;2;4;12;106;1;0;0;0;0;0;0
12;1002552;2НДФЛ;Ремонт;0;0.47;женский;0;0;высшее;специалист;>=150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1002572;2НДФЛ;Ремонт;1;0.34;женский;0;0;среднее-специальное;специалист;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1002592;Форма банка (без печати работодателя);Ремонт;1;0.35;женский;0;0;незаконченное высшее;менеджер среднего звена;>=100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1002612;Поступление зарплаты на счет;Ремонт;0;0.44;женский;1;0;высшее;вспомогательный персонал;>=150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1002632;Поступление зарплаты на счет;Ремонт;1;0.59;женский;1;0;Высшее/Второе высшее/Ученая степень;вспомогательный персонал;>250;0;13;54;Другое;ООО;женат / замужем;2;1;1;0;0;0.0454545455;0;2;1;0;0.5;3;3;21;6;1;0;2;26;1;0;0;0;0;0;0
12;1002652;2НДФЛ;Ремонт;1;0.31;женский;0;0;высшее;специалист;>100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1002672;Форма банка (без печати работодателя);Ремонт;1;0.29;мужской;0;0;высшее;специалист;>250;0;9;24;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1002692;Форма банка (без печати работодателя);Отпуск;1;0.55;женский;2;0;Высшее/Второе высшее/Ученая степень;специалист;>250;0;140;35;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1002712;2НДФЛ;Покупка автомобиля;1;0.4;мужской;0;0;высшее;менеджер среднего звена;>=200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1002732;Поступление зарплаты на счет;Ремонт;0;0.16;женский;0;0;высшее;менеджер по продажам;>250;0;79;35;Информационные технологии;ОАО;холост / не замужем;1;0;0;0;0;0.0615384615;0;0;0;0;0.3333333333;1;2;61;3;1;2;15;72;1;0;0;0;0;0;0
12;1002752;Поступление зарплаты на счет;Ремонт;1;0.48;мужской;0;0;высшее;рабочий;>250;1;66;29;Другое;ООО;разведен / разведена;3;1;1;1;0;0.16;0;1;1;1;0.1;1;9;63;10;1;2;0;42;1;0;0;0;0;0;0
12;1002772;Поступление зарплаты на счет;Ремонт;1;0.3;мужской;0;0;высшее;специалист;>250;0;19;27;Другое;ООО;холост / не замужем;1;1;1;1;1;0;1;0;0;0;0.5;1;1;15;2;0;0;24;41;0;0;0;0;0;0;0
12;1002792;Поступление зарплаты на счет;Покупка мебели;0;0.36;мужской;0;0;среднее-специальное;специалист;>250;0;14;28;Торговля;ЗАО;холост / не замужем;1;0;0;0;0;0.1492537313;0;0;0;0;0.4285714286;3;4;57;7;1;0;9;102;1;1;0;0;1;0;0
12;1002812;Поступление зарплаты на счет;Ремонт;1;0.5;мужской;0;0;высшее;специалист;>250;0;27;24;Другое;ООО;холост / не замужем;1;0;0;0;0;0.0285714286;0;0;0;0;0.5;3;3;68;6;0;0;10;20;1;0;0;0;0;0;0
12;1002832;Поступление зарплаты на счет;Покупка недвижимости/ строительство;1;0.5;мужской;2;0;второе высшее;специалист;>250;0;12;36;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1002852;2НДФЛ;Другое;0;;мужской;0;0;высшее;другое;;1;146;34;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1002872;2НДФЛ;Покупка недвижимости/ строительство;0;0.53;женский;0;0;высшее;специалист;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1002892;Поступление зарплаты на счет;Обучение;0;0.21;мужской;0;0;высшее;специалист;>250;3;17;28;Торговля;ООО;женат / замужем;0;0;0;0;0;0;0;0;0;0;1;1;0;11;1;1;0;10;10;0;0;0;0;0;0;0
12;1002912;Форма банка (без печати работодателя);Ремонт;1;0.47;мужской;1;0;среднее-специальное;специалист;>250;0;22;32;Информационные технологии;ООО;женат / замужем;1;1;1;1;1;0.0267857143;0;0;0;0;0.75;3;1;109;4;1;1;11;94;1;0;0;0;0;0;0
12;1002932;Форма банка (без печати работодателя);Ремонт;1;0.52;мужской;2;0;среднее-специальное;вспомогательный персонал;>250;0;129;37;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1002952;Форма банка (без печати работодателя);Отпуск;1;0.53;женский;1;0;высшее;специалист;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1002972;Форма банка (без печати работодателя);Ремонт;1;0.1;мужской;0;0;второе высшее;менеджер высшего звена;< 50;0;33;45;Другое;ЗАО;женат / замужем;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1002992;Поступление зарплаты на счет;Ремонт;0;0.2;мужской;0;0;высшее;специалист;>250;0;17;30;Другое;ООО;холост / не замужем;3;3;3;3;1;;;;;;;;;;;;;;;;;;;;;
12;1003012;Форма банка (без печати работодателя);Ремонт;0;0.4;мужской;1;0;Высшее/Второе высшее/Ученая степень;рабочий;>=100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1003032;Поступление зарплаты на счет;Отпуск;1;0.43;женский;1;0;незаконченное высшее;специалист;>250;0;9;26;Торговля;ООО;женат / замужем;2;1;1;1;1;0.303030303;1;1;0;0;0.3333333333;1;2;23;3;1;0;4;64;1;1;0;0;0;0;0
12;1003052;Форма банка (без печати работодателя);Ремонт;1;0.38;мужской;0;0;среднее;специалист;< 50;0;22;46;Торговля;ООО;холост / не замужем;3;2;1;1;1;0.1071428571;1;0;0;0;0.3333333333;1;2;150;3;0;1;48;80;1;0;0;0;0;0;0
12;1003072;Форма банка (без печати работодателя);Ремонт;0;0.4;мужской;0;0;Высшее/Второе высшее/Ученая степень;менеджер высшего звена;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1003092;Свободная форма с печатью работодателя;Ремонт;0;0.27;мужской;2;0;высшее;специалист;>100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1003112;Поступление зарплаты на счет;Покупка автомобиля;0;0.44;женский;1;0;незаконченное высшее;специалист;>=200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1003132;Поступление зарплаты на счет;Покупка недвижимости/ строительство;1;0.59;мужской;2;0;среднее-специальное;рабочий;>250;0;42;41;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1003152;2НДФЛ;Покупка автомобиля;1;0.56;мужской;2;0;высшее;менеджер среднего звена;>=150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1003172;2НДФЛ;Покупка автомобиля;1;0.19;мужской;2;0;высшее;специалист;>250;0;55;38;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1003192;2НДФЛ;Покупка недвижимости/ строительство;1;0.31;мужской;0;0;высшее;менеджер высшего звена;< 50;0;12;42;Торговля;ООО;женат / замужем;0;0;0;0;0;0.0625;0;0;0;0;1;1;0;15;1;1;0;15;15;1;0;0;0;0;0;0
12;1003212;Форма банка (без печати работодателя);Покупка автомобиля;0;0.09;мужской;0;0;высшее;менеджер среднего звена;< 50;0;18;27;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1003232;Поступление зарплаты на счет;Ремонт;0;0.34;женский;0;0;высшее;менеджер среднего звена;>250;0;20;26;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1003252;2НДФЛ;Ремонт;1;0.38;женский;0;0;высшее;вспомогательный персонал;< 50;0;81;45;Торговля;ООО;холост / не замужем;7;4;2;0;0;0.0347222222;0;1;1;1;0.375;3;5;139;8;1;0;1;102;1;0;0;0;0;0;0
12;1003272;2НДФЛ;Ремонт;1;0.59;женский;1;0;высшее;менеджер среднего звена;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1003292;Свободная форма с печатью работодателя;Покупка автомобиля;1;0.44;мужской;0;0;высшее;менеджер среднего звена;< 50;0;12;36;Торговля;ООО;холост / не замужем;5;3;3;2;1;0.2901234568;1;0;0;0;0.6;6;4;115;10;3;1;6;92;1;1;1;1;1;1;1
12;1003312;Форма банка (без печати работодателя);Ремонт;0;0.17;мужской;1;0;высшее;менеджер среднего звена;>250;0;30;38;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1003332;2НДФЛ;Покупка мебели;1;0.44;женский;1;0;высшее;специалист;>100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1003352;Форма банка (без печати работодателя);Ремонт;1;0.29;женский;0;0;среднее-специальное;вспомогательный персонал;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1003372;Поступление зарплаты на счет;Покупка недвижимости/ строительство;0;0.21;мужской;0;0;высшее;менеджер среднего звена;>250;0;76;49;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1003392;Форма банка (без печати работодателя);Покупка бытовой техники;1;0.18;женский;2;0;Высшее/Второе высшее/Ученая степень;менеджер среднего звена;>=100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1003412;Поступление зарплаты на счет;Ремонт;0;0.33;мужской;1;0;среднее-специальное;вспомогательный персонал;>250;0;23;39;Торговля;ООО;женат / замужем;1;1;1;1;1;;;;;;;;;;;;;;;;;;;;;
12;1003432;Форма банка (без печати работодателя);Ремонт;0;0.54;мужской;0;0;Высшее/Второе высшее/Ученая степень;специалист;>250;0;12;28;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1003452;Форма банка (без печати работодателя);Ремонт;1;0.34;женский;2;0;незаконченное высшее;менеджер высшего звена;< 50;0;214;35;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1003472;Форма банка (без печати работодателя);Ремонт;0;0.16;мужской;0;0;высшее;менеджер по продажам;>250;0;61;29;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
